context	split	fold	model	parameter	chosen_value	inner_component_scores_json	train_observations	test_observations	inner_grouping
full	stratified_random_pair_5fold_non_headline	random-05	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5825993979260722},{""alpha"":0.1,""inner_rmse"":1.582509521095273},{""alpha"":1.0,""inner_rmse"":1.581739323232098},{""alpha"":10.0,""inner_rmse"":1.5775336131415474},{""alpha"":100.0,""inner_rmse"":1.559757619005628},{""alpha"":1000.0,""inner_rmse"":1.5122080015961084}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5791138481695544},{""alpha"":0.1,""inner_rmse"":1.579025958904407},{""alpha"":1.0,""inner_rmse"":1.5782769204310831},{""alpha"":10.0,""inner_rmse"":1.5742144999473293},{""alpha"":100.0,""inner_rmse"":1.5566922940781402},{""alpha"":1000.0,""inner_rmse"":1.5103644973094084}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6395632946380079},{""alpha"":0.1,""inner_rmse"":1.6394756441250495},{""alpha"":1.0,""inner_rmse"":1.6387494025220029},{""alpha"":10.0,""inner_rmse"":1.6350961630122332},{""alpha"":100.0,""inner_rmse"":1.6180484177616303},{""alpha"":1000.0,""inner_rmse"":1.5586792275291448}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.7299450889931025},{""alpha"":0.1,""inner_rmse"":2.688164027610644},{""alpha"":1.0,""inner_rmse"":2.4895720739110256},{""alpha"":10.0,""inner_rmse"":2.1494755299196626},{""alpha"":100.0,""inner_rmse"":1.736248886905297},{""alpha"":1000.0,""inner_rmse"":1.4755954683554549}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.4096547983364243},{""alpha"":0.1,""inner_rmse"":2.391759001569157},{""alpha"":1.0,""inner_rmse"":2.297163292316093},{""alpha"":10.0,""inner_rmse"":2.0560961063018603},{""alpha"":100.0,""inner_rmse"":1.7254106292404765},{""alpha"":1000.0,""inner_rmse"":1.4798285144564374}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.582845746700159},{""alpha"":0.1,""inner_rmse"":1.5828201077398414},{""alpha"":1.0,""inner_rmse"":1.582550187412644},{""alpha"":10.0,""inner_rmse"":1.5797970933695709},{""alpha"":100.0,""inner_rmse"":1.5631022073184273},{""alpha"":1000.0,""inner_rmse"":1.5143532481680142}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5808110089967589},{""alpha"":0.1,""inner_rmse"":1.5807820305725082},{""alpha"":1.0,""inner_rmse"":1.580488532862062},{""alpha"":10.0,""inner_rmse"":1.5777000316861631},{""alpha"":100.0,""inner_rmse"":1.5609971060708292},{""alpha"":1000.0,""inner_rmse"":1.5129941218897986}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.363069763644315,""k"":1},{""inner_rmse"":1.9567519434396907,""k"":3},{""inner_rmse"":1.7144269067326945,""k"":5}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":2.1158117815472575,""k"":1},{""inner_rmse"":1.8962774762594208,""k"":3},{""inner_rmse"":1.7781095059064216,""k"":5}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.8054771318292946,""k"":1},{""inner_rmse"":1.6747883116627957,""k"":3},{""inner_rmse"":1.6319466625985597,""k"":5}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	esm2_cosine_target_knn	knn_k	3	"[{""inner_rmse"":2.2462559372769264,""k"":1},{""inner_rmse"":1.5490953058942825,""k"":3},{""inner_rmse"":1.5797229133689126,""k"":5}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	structure_global_usalign_target_knn_S1	knn_k	3	"[{""inner_rmse"":1.8673513725747746,""k"":1},{""inner_rmse"":1.5949066536874372,""k"":3},{""inner_rmse"":1.5999806647643295,""k"":5}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.8940720693213404,""k"":1},{""inner_rmse"":1.6428285702586654,""k"":3},{""inner_rmse"":1.5698051724689988,""k"":5}]"	217	54	frozen_union_component
full	stratified_random_pair_5fold_non_headline	random-05	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":2.038323724870926,""k"":1},{""inner_rmse"":1.671164984672103,""k"":3},{""inner_rmse"":1.5562707572176413,""k"":5}]"	217	54	frozen_union_component
S2	union_component_leave_one_out	component-01	pocket_ridge_S2	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":2.542677734324691},{""alpha"":0.1,""inner_rmse"":2.435333915539176},{""alpha"":1.0,""inner_rmse"":2.098668445550372},{""alpha"":10.0,""inner_rmse"":1.5748069478574926},{""alpha"":100.0,""inner_rmse"":1.3309196609794907},{""alpha"":1000.0,""inner_rmse"":1.3318019297324093}]"	256	4	frozen_union_component
S2	union_component_leave_one_out	component-01	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5452490361562816},{""alpha"":0.1,""inner_rmse"":1.5460572018986973},{""alpha"":1.0,""inner_rmse"":1.5475797362365076},{""alpha"":10.0,""inner_rmse"":1.5502275218116384},{""alpha"":100.0,""inner_rmse"":1.549341242166388},{""alpha"":1000.0,""inner_rmse"":1.50098630000542}]"	256	4	frozen_union_component
S2	union_component_leave_one_out	component-01	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.4979839867700067},{""alpha"":0.1,""inner_rmse"":1.4979364514260718},{""alpha"":1.0,""inner_rmse"":1.4975846757133535},{""alpha"":10.0,""inner_rmse"":1.4969458399123425},{""alpha"":100.0,""inner_rmse"":1.4924946631316072},{""alpha"":1000.0,""inner_rmse"":1.4578063445416578}]"	256	4	frozen_union_component
S2	union_component_leave_one_out	component-01	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.4930086432357128},{""alpha"":0.1,""inner_rmse"":1.4929642360065036},{""alpha"":1.0,""inner_rmse"":1.492637515489528},{""alpha"":10.0,""inner_rmse"":1.4920602663942948},{""alpha"":100.0,""inner_rmse"":1.4877049996394394},{""alpha"":1000.0,""inner_rmse"":1.4543933875605934}]"	256	4	frozen_union_component
S2	union_component_leave_one_out	component-02	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.9783549039980524},{""alpha"":0.1,""inner_rmse"":2.7765983781717614},{""alpha"":1.0,""inner_rmse"":2.2973696660156904},{""alpha"":10.0,""inner_rmse"":1.6644614910831834},{""alpha"":100.0,""inner_rmse"":1.3645624041911764},{""alpha"":1000.0,""inner_rmse"":1.3473130391383936}]"	258	2	frozen_union_component
S2	union_component_leave_one_out	component-02	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5816927346853709},{""alpha"":0.1,""inner_rmse"":1.5808397003627381},{""alpha"":1.0,""inner_rmse"":1.5796431656659773},{""alpha"":10.0,""inner_rmse"":1.580728768108367},{""alpha"":100.0,""inner_rmse"":1.5744275317023286},{""alpha"":1000.0,""inner_rmse"":1.5134625409352047}]"	258	2	frozen_union_component
S2	union_component_leave_one_out	component-02	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.523303484745042},{""alpha"":0.1,""inner_rmse"":1.5232718906724694},{""alpha"":1.0,""inner_rmse"":1.5230334544162185},{""alpha"":10.0,""inner_rmse"":1.5222176089175705},{""alpha"":100.0,""inner_rmse"":1.5145422304201086},{""alpha"":1000.0,""inner_rmse"":1.4706299615755765}]"	258	2	frozen_union_component
S2	union_component_leave_one_out	component-02	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.519514658275718},{""alpha"":0.1,""inner_rmse"":1.5194808746451753},{""alpha"":1.0,""inner_rmse"":1.5192209820620823},{""alpha"":10.0,""inner_rmse"":1.5182951194412082},{""alpha"":100.0,""inner_rmse"":1.510686726845934},{""alpha"":1000.0,""inner_rmse"":1.4680733004844924}]"	258	2	frozen_union_component
S2	union_component_leave_one_out	component-03	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.1055828332389774},{""alpha"":0.1,""inner_rmse"":2.977847524206146},{""alpha"":1.0,""inner_rmse"":2.5212887487681725},{""alpha"":10.0,""inner_rmse"":1.7621056989672697},{""alpha"":100.0,""inner_rmse"":1.4237374930323001},{""alpha"":1000.0,""inner_rmse"":1.3600702414044097}]"	254	6	frozen_union_component
S2	union_component_leave_one_out	component-03	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6046326999186027},{""alpha"":0.1,""inner_rmse"":1.6039774922543717},{""alpha"":1.0,""inner_rmse"":1.6033297466576144},{""alpha"":10.0,""inner_rmse"":1.603334915160807},{""alpha"":100.0,""inner_rmse"":1.5860272237302815},{""alpha"":1000.0,""inner_rmse"":1.509007002106538}]"	254	6	frozen_union_component
S2	union_component_leave_one_out	component-03	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5589857132420941},{""alpha"":0.1,""inner_rmse"":1.5589859942122695},{""alpha"":1.0,""inner_rmse"":1.5589411283109966},{""alpha"":10.0,""inner_rmse"":1.5570066379826282},{""alpha"":100.0,""inner_rmse"":1.5389561494215434},{""alpha"":1000.0,""inner_rmse"":1.4740405315001255}]"	254	6	frozen_union_component
S2	union_component_leave_one_out	component-03	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5553135930447108},{""alpha"":0.1,""inner_rmse"":1.5553184499088224},{""alpha"":1.0,""inner_rmse"":1.5553119836131486},{""alpha"":10.0,""inner_rmse"":1.5535201480933964},{""alpha"":100.0,""inner_rmse"":1.5357119041315233},{""alpha"":1000.0,""inner_rmse"":1.4719203571498245}]"	254	6	frozen_union_component
S2	union_component_leave_one_out	component-04	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.857654687757058},{""alpha"":0.1,""inner_rmse"":2.577808711730838},{""alpha"":1.0,""inner_rmse"":2.13541094235371},{""alpha"":10.0,""inner_rmse"":1.67138360811315},{""alpha"":100.0,""inner_rmse"":1.3627760787308254},{""alpha"":1000.0,""inner_rmse"":1.3415171984821717}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-04	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5877945732174026},{""alpha"":0.1,""inner_rmse"":1.587297823414797},{""alpha"":1.0,""inner_rmse"":1.586547042044772},{""alpha"":10.0,""inner_rmse"":1.58740167694628},{""alpha"":100.0,""inner_rmse"":1.5807759536052028},{""alpha"":1000.0,""inner_rmse"":1.514534467327431}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-04	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5261917290765683},{""alpha"":0.1,""inner_rmse"":1.5261499854586122},{""alpha"":1.0,""inner_rmse"":1.5258248816332263},{""alpha"":10.0,""inner_rmse"":1.524740756628844},{""alpha"":100.0,""inner_rmse"":1.516882329419855},{""alpha"":1000.0,""inner_rmse"":1.4688811898645995}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-04	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5232028738207903},{""alpha"":0.1,""inner_rmse"":1.5231574580193754},{""alpha"":1.0,""inner_rmse"":1.5227970062766472},{""alpha"":10.0,""inner_rmse"":1.5214876164726745},{""alpha"":100.0,""inner_rmse"":1.5133391011188693},{""alpha"":1000.0,""inner_rmse"":1.4664112803077554}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-05	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.374832401681701},{""alpha"":0.1,""inner_rmse"":2.2875530860731295},{""alpha"":1.0,""inner_rmse"":2.019648579377112},{""alpha"":10.0,""inner_rmse"":1.6155955055465006},{""alpha"":100.0,""inner_rmse"":1.3735404933420665},{""alpha"":1000.0,""inner_rmse"":1.3527925618689707}]"	258	2	frozen_union_component
S2	union_component_leave_one_out	component-05	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5764481443158356},{""alpha"":0.1,""inner_rmse"":1.575659975946327},{""alpha"":1.0,""inner_rmse"":1.5746051355477955},{""alpha"":10.0,""inner_rmse"":1.5762280839742664},{""alpha"":100.0,""inner_rmse"":1.5729985327816658},{""alpha"":1000.0,""inner_rmse"":1.51738965399059}]"	258	2	frozen_union_component
S2	union_component_leave_one_out	component-05	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.514475619270448},{""alpha"":0.1,""inner_rmse"":1.5144433584952437},{""alpha"":1.0,""inner_rmse"":1.5142090875277552},{""alpha"":10.0,""inner_rmse"":1.5137469264639585},{""alpha"":100.0,""inner_rmse"":1.5089752248359116},{""alpha"":1000.0,""inner_rmse"":1.4723840693272228}]"	258	2	frozen_union_component
S2	union_component_leave_one_out	component-05	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5122197106859372},{""alpha"":0.1,""inner_rmse"":1.5121787881732305},{""alpha"":1.0,""inner_rmse"":1.511866399639599},{""alpha"":10.0,""inner_rmse"":1.5110056527166917},{""alpha"":100.0,""inner_rmse"":1.5057558074543145},{""alpha"":1000.0,""inner_rmse"":1.4701612667102582}]"	258	2	frozen_union_component
S2	union_component_leave_one_out	component-06	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.335612487787468},{""alpha"":0.1,""inner_rmse"":3.175112763080026},{""alpha"":1.0,""inner_rmse"":2.534717065852221},{""alpha"":10.0,""inner_rmse"":1.6639137330269351},{""alpha"":100.0,""inner_rmse"":1.3584791041943567},{""alpha"":1000.0,""inner_rmse"":1.3536917973794895}]"	254	6	frozen_union_component
S2	union_component_leave_one_out	component-06	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6164092287700942},{""alpha"":0.1,""inner_rmse"":1.6154693695099807},{""alpha"":1.0,""inner_rmse"":1.6144420884440989},{""alpha"":10.0,""inner_rmse"":1.616631568493074},{""alpha"":100.0,""inner_rmse"":1.6116879188744662},{""alpha"":1000.0,""inner_rmse"":1.5407595627180366}]"	254	6	frozen_union_component
S2	union_component_leave_one_out	component-06	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5622584768907681},{""alpha"":0.1,""inner_rmse"":1.5622775141241534},{""alpha"":1.0,""inner_rmse"":1.56244892026423},{""alpha"":10.0,""inner_rmse"":1.563040723302783},{""alpha"":100.0,""inner_rmse"":1.5567586601920549},{""alpha"":1000.0,""inner_rmse"":1.5005426794602583}]"	254	6	frozen_union_component
S2	union_component_leave_one_out	component-06	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5560434392146105},{""alpha"":0.1,""inner_rmse"":1.5560639177976112},{""alpha"":1.0,""inner_rmse"":1.5562456707464691},{""alpha"":10.0,""inner_rmse"":1.5568369681230856},{""alpha"":100.0,""inner_rmse"":1.5506010101326884},{""alpha"":1000.0,""inner_rmse"":1.4965794474829066}]"	254	6	frozen_union_component
S2	union_component_leave_one_out	component-07	pocket_ridge_S2	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":2.419269994686904},{""alpha"":0.1,""inner_rmse"":2.2925574904106165},{""alpha"":1.0,""inner_rmse"":2.008004660251002},{""alpha"":10.0,""inner_rmse"":1.6043328210025773},{""alpha"":100.0,""inner_rmse"":1.3552270369590198},{""alpha"":1000.0,""inner_rmse"":1.3570570949514105}]"	251	9	frozen_union_component
S2	union_component_leave_one_out	component-07	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6089538382682917},{""alpha"":0.1,""inner_rmse"":1.6090045546612046},{""alpha"":1.0,""inner_rmse"":1.609490686991358},{""alpha"":10.0,""inner_rmse"":1.6123484334752796},{""alpha"":100.0,""inner_rmse"":1.6095234625932406},{""alpha"":1000.0,""inner_rmse"":1.5422648448890468}]"	251	9	frozen_union_component
S2	union_component_leave_one_out	component-07	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5489519947638537},{""alpha"":0.1,""inner_rmse"":1.548989559399435},{""alpha"":1.0,""inner_rmse"":1.5493402624615584},{""alpha"":10.0,""inner_rmse"":1.5511433636881675},{""alpha"":100.0,""inner_rmse"":1.548244071153432},{""alpha"":1000.0,""inner_rmse"":1.4996266537629115}]"	251	9	frozen_union_component
S2	union_component_leave_one_out	component-07	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5459629934478902},{""alpha"":0.1,""inner_rmse"":1.5459974713348468},{""alpha"":1.0,""inner_rmse"":1.5463184016396454},{""alpha"":10.0,""inner_rmse"":1.5479017392480179},{""alpha"":100.0,""inner_rmse"":1.5444493244917654},{""alpha"":1000.0,""inner_rmse"":1.497146848788344}]"	251	9	frozen_union_component
S2	union_component_leave_one_out	component-08	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.0252303142613504},{""alpha"":0.1,""inner_rmse"":2.812822689412151},{""alpha"":1.0,""inner_rmse"":2.2802246271056794},{""alpha"":10.0,""inner_rmse"":1.663532371036376},{""alpha"":100.0,""inner_rmse"":1.3616539875520164},{""alpha"":1000.0,""inner_rmse"":1.3480663966393334}]"	257	3	frozen_union_component
S2	union_component_leave_one_out	component-08	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5649884925409947},{""alpha"":0.1,""inner_rmse"":1.5642517822565432},{""alpha"":1.0,""inner_rmse"":1.5636117837306591},{""alpha"":10.0,""inner_rmse"":1.5665584795248226},{""alpha"":100.0,""inner_rmse"":1.5644578397659663},{""alpha"":1000.0,""inner_rmse"":1.5077798527645327}]"	257	3	frozen_union_component
S2	union_component_leave_one_out	component-08	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.509507145531297},{""alpha"":0.1,""inner_rmse"":1.5095259955164468},{""alpha"":1.0,""inner_rmse"":1.5097122022717782},{""alpha"":10.0,""inner_rmse"":1.5107243507725323},{""alpha"":100.0,""inner_rmse"":1.5066539767561895},{""alpha"":1000.0,""inner_rmse"":1.4654310863605853}]"	257	3	frozen_union_component
S2	union_component_leave_one_out	component-08	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.509479714839864},{""alpha"":0.1,""inner_rmse"":1.5094899327937676},{""alpha"":1.0,""inner_rmse"":1.5095977008808448},{""alpha"":10.0,""inner_rmse"":1.5102032219752042},{""alpha"":100.0,""inner_rmse"":1.5054787698900067},{""alpha"":1000.0,""inner_rmse"":1.4642992531570738}]"	257	3	frozen_union_component
S2	union_component_leave_one_out	component-09	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.997446115935184},{""alpha"":0.1,""inner_rmse"":2.793891310282686},{""alpha"":1.0,""inner_rmse"":2.3100983033549976},{""alpha"":10.0,""inner_rmse"":1.7375262842568253},{""alpha"":100.0,""inner_rmse"":1.372835150591631},{""alpha"":1000.0,""inner_rmse"":1.3444036827338033}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-09	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6025003366967698},{""alpha"":0.1,""inner_rmse"":1.6018117938417653},{""alpha"":1.0,""inner_rmse"":1.6008002960645225},{""alpha"":10.0,""inner_rmse"":1.6017496949826115},{""alpha"":100.0,""inner_rmse"":1.5942814414951465},{""alpha"":1000.0,""inner_rmse"":1.5215448443798958}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-09	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5408632178190858},{""alpha"":0.1,""inner_rmse"":1.5408302054318668},{""alpha"":1.0,""inner_rmse"":1.5405753353811775},{""alpha"":10.0,""inner_rmse"":1.5396923628368788},{""alpha"":100.0,""inner_rmse"":1.5310000414049365},{""alpha"":1000.0,""inner_rmse"":1.4765761282288608}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-09	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5377349091350758},{""alpha"":0.1,""inner_rmse"":1.5376969857614753},{""alpha"":1.0,""inner_rmse"":1.5373977899456022},{""alpha"":10.0,""inner_rmse"":1.536311031045755},{""alpha"":100.0,""inner_rmse"":1.5276356744186284},{""alpha"":1000.0,""inner_rmse"":1.4744067664905247}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-10	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.1849740890985037},{""alpha"":0.1,""inner_rmse"":2.073785813076461},{""alpha"":1.0,""inner_rmse"":1.8320805877966855},{""alpha"":10.0,""inner_rmse"":1.5250057132550185},{""alpha"":100.0,""inner_rmse"":1.3466463797086559},{""alpha"":1000.0,""inner_rmse"":1.3425410257559522}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-10	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6037854224119141},{""alpha"":0.1,""inner_rmse"":1.6031196516935675},{""alpha"":1.0,""inner_rmse"":1.6021592494428791},{""alpha"":10.0,""inner_rmse"":1.603335138202095},{""alpha"":100.0,""inner_rmse"":1.5973527944154298},{""alpha"":1000.0,""inner_rmse"":1.5277436043600494}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-10	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.542545710706563},{""alpha"":0.1,""inner_rmse"":1.5425138461365242},{""alpha"":1.0,""inner_rmse"":1.5422787342069768},{""alpha"":10.0,""inner_rmse"":1.5417164252090334},{""alpha"":100.0,""inner_rmse"":1.5347861701500072},{""alpha"":1000.0,""inner_rmse"":1.4834334164685146}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-10	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5401571810256462},{""alpha"":0.1,""inner_rmse"":1.5401218536597492},{""alpha"":1.0,""inner_rmse"":1.5398545510620187},{""alpha"":10.0,""inner_rmse"":1.5391296003182993},{""alpha"":100.0,""inner_rmse"":1.5321816019126986},{""alpha"":1000.0,""inner_rmse"":1.4817758996687045}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-11	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.1878986936011677},{""alpha"":0.1,""inner_rmse"":3.0230502812377797},{""alpha"":1.0,""inner_rmse"":2.539698646331516},{""alpha"":10.0,""inner_rmse"":1.7305697337207187},{""alpha"":100.0,""inner_rmse"":1.3701879297338961},{""alpha"":1000.0,""inner_rmse"":1.3455505921525688}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-11	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5993239799957544},{""alpha"":0.1,""inner_rmse"":1.5987445261905973},{""alpha"":1.0,""inner_rmse"":1.5979274935968397},{""alpha"":10.0,""inner_rmse"":1.5989305867765067},{""alpha"":100.0,""inner_rmse"":1.5918437582288711},{""alpha"":1000.0,""inner_rmse"":1.52109889177954}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-11	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5390493078268543},{""alpha"":0.1,""inner_rmse"":1.5390172896305652},{""alpha"":1.0,""inner_rmse"":1.5387729442549252},{""alpha"":10.0,""inner_rmse"":1.537975366230233},{""alpha"":100.0,""inner_rmse"":1.5300234768968668},{""alpha"":1000.0,""inner_rmse"":1.4776268654166314}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-11	ecfp_esm2_pocket_tensor_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5359335851146225},{""alpha"":0.1,""inner_rmse"":1.5358957962235518},{""alpha"":1.0,""inner_rmse"":1.5355991600202246},{""alpha"":10.0,""inner_rmse"":1.534554232257076},{""alpha"":100.0,""inner_rmse"":1.5264854314380367},{""alpha"":1000.0,""inner_rmse"":1.4751844071889442}]"	259	1	frozen_union_component
S2	union_component_leave_one_out	component-12	pocket_ridge_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.002176688360857},{""alpha"":0.1,""inner_rmse"":1.9500503008499586},{""alpha"":1.0,""inner_rmse"":1.8740055463020955},{""alpha"":10.0,""inner_rmse"":1.6550504955667464},{""alpha"":100.0,""inner_rmse"":1.3361896884374456},{""alpha"":1000.0,""inner_rmse"":1.330406863157877}]"	256	4	frozen_union_component
S2	union_component_leave_one_out	component-12	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.577108090071978},{""alpha"":0.1,""inner_rmse"":1.576616301147474},{""alpha"":1.0,""inner_rmse"":1.575925272317117},{""alpha"":10.0,""inner_rmse"":1.5770989035148892},{""alpha"":100.0,""inner_rmse"":1.5712889747339553},{""alpha"":1000.0,""inner_rmse"":1.507598196187768}]"	256	4	frozen_union_component
S2	union_component_leave_one_out	component-12	ecfp_esm2_pocket_additive_S2	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.523338701819055},{""alpha"":0.1,""inner_rmse"":1.5233148222558683},{""alpha"":1.0,""inner_rmse"":1.5231222911567759},{""alpha"":10.0,""inner_rmse"":1.522365215751851},{""alpha"":100.0,""inner_rmse"":1.514647860417792},{""alpha"":1000.0,""inner_rmse"":1.4663759050252738}]"	256	4	frozen_union_component
